"","P_BGI_L3_B1_D5_1","P_BGI_L3_B1_D5_2","P_BGI_L3_B1_D5_3","P_BGI_L3_B1_D6_1","P_BGI_L3_B1_D6_2","P_BGI_L3_B1_D6_3","P_BGI_L3_B1_F7_1","P_BGI_L3_B1_F7_2","P_BGI_L3_B1_F7_3","P_BGI_L3_B1_M8_1","P_BGI_L3_B1_M8_2","P_BGI_L3_B1_M8_3","R_BGI_L3_B1_D5_1","R_BGI_L3_B1_D5_2","R_BGI_L3_B1_D5_3","R_BGI_L3_B1_D6_1","R_BGI_L3_B1_D6_2","R_BGI_L3_B1_D6_3","R_BGI_L3_B1_F7_1","R_BGI_L3_B1_F7_2","R_BGI_L3_B1_F7_3","R_BGI_L3_B1_M8_1","R_BGI_L3_B1_M8_2","R_BGI_L3_B1_M8_3","R_BGI_L6_B1_D5_1","R_BGI_L6_B1_D5_2","R_BGI_L6_B1_D5_3","R_BGI_L6_B1_D6_1","R_BGI_L6_B1_D6_2","R_BGI_L6_B1_D6_3","R_BGI_L6_B1_F7_1","R_BGI_L6_B1_F7_2","R_BGI_L6_B1_F7_3","R_BGI_L6_B1_M8_1","R_BGI_L6_B1_M8_2","R_BGI_L6_B1_M8_3","R_BGI_L7_B1_D5_1","R_BGI_L7_B1_D5_2","R_BGI_L7_B1_D5_3","R_BGI_L7_B1_D6_1","R_BGI_L7_B1_D6_2","R_BGI_L7_B1_D6_3","R_BGI_L7_B1_F7_1","R_BGI_L7_B1_F7_2","R_BGI_L7_B1_F7_3","R_BGI_L7_B1_M8_1","R_BGI_L7_B1_M8_2","R_BGI_L7_B1_M8_3","P_ILM_L1_B1_D5_1","P_ILM_L1_B1_D5_2","P_ILM_L1_B1_D5_3","P_ILM_L1_B1_D6_1","P_ILM_L1_B1_D6_2","P_ILM_L1_B1_D6_3","P_ILM_L1_B1_F7_1","P_ILM_L1_B1_F7_2","P_ILM_L1_B1_F7_3","P_ILM_L1_B1_M8_1","P_ILM_L1_B1_M8_2","P_ILM_L1_B1_M8_3","P_ILM_L6_B1_D5_1","P_ILM_L6_B1_D5_2","P_ILM_L6_B1_D5_3","P_ILM_L6_B1_D6_1","P_ILM_L6_B1_D6_2","P_ILM_L6_B1_D6_3","P_ILM_L6_B1_F7_1","P_ILM_L6_B1_F7_2","P_ILM_L6_B1_F7_3","P_ILM_L6_B1_M8_1","P_ILM_L6_B1_M8_2","P_ILM_L6_B1_M8_3","P_ILM_L8_B1_D5_1","P_ILM_L8_B1_D5_2","P_ILM_L8_B1_D5_3","P_ILM_L8_B1_D6_1","P_ILM_L8_B1_D6_2","P_ILM_L8_B1_D6_3","P_ILM_L8_B1_F7_1","P_ILM_L8_B1_F7_2","P_ILM_L8_B1_F7_3","P_ILM_L8_B1_M8_1","P_ILM_L8_B1_M8_2","P_ILM_L8_B1_M8_3","R_ILM_L2_B1_D5_1","R_ILM_L2_B2_D5_1","R_ILM_L2_B1_D5_2","R_ILM_L2_B2_D5_2","R_ILM_L2_B1_D5_3","R_ILM_L2_B2_D5_3","R_ILM_L2_B1_D6_1","R_ILM_L2_B2_D6_1","R_ILM_L2_B1_D6_2","R_ILM_L2_B2_D6_2","R_ILM_L2_B1_D6_3","R_ILM_L2_B2_D6_3","R_ILM_L2_B1_F7_1","R_ILM_L2_B2_F7_1","R_ILM_L2_B1_F7_2","R_ILM_L2_B2_F7_2","R_ILM_L2_B1_F7_3","R_ILM_L2_B2_F7_3","R_ILM_L2_B1_M8_1","R_ILM_L2_B2_M8_1","R_ILM_L2_B1_M8_2","R_ILM_L2_B2_M8_2","R_ILM_L2_B1_M8_3","R_ILM_L2_B2_M8_3","R_ILM_L8_B1_D5_1","R_ILM_L8_B1_D5_2","R_ILM_L8_B1_D5_3","R_ILM_L8_B1_D6_1","R_ILM_L8_B1_D6_2","R_ILM_L8_B1_D6_3","R_ILM_L8_B1_F7_1","R_ILM_L8_B1_F7_2","R_ILM_L8_B1_F7_3","R_ILM_L8_B1_M8_1","R_ILM_L8_B1_M8_2","R_ILM_L8_B1_M8_3"
"ENSG00000230010",-0.433766666666667,-1.18296666666667,0.300133333333333,-0.207266666666666,-0.529666666666667,0.736933333333333,0.763733333333334,0.0685333333333329,0.124633333333334,-1.18296666666667,0.892533333333334,0.720933333333333,-0.0392999999999994,-0.4849,-0.5152,0.3892,-0.1492,-0.24,-2.0084,0.1089,-0.932999999999999,0.5187,-0.0125999999999995,0.4011,-0.3185,-0.866,-0.3775,0.0743999999999998,-0.1143,0.0398999999999998,0.2399,-0.2915,-0.0478000000000001,0.5394,0.2015,0.3196,0.0356666666666667,-0.692233333333333,-1.63283333333333,-0.322333333333333,0.468766666666667,-0.146433333333333,0.0511666666666666,-0.573133333333333,-0.126133333333333,0.153066666666667,0.0326666666666666,0.386666666666667,0.1153,0.918799999999999,-0.592900000000001,-0.592900000000001,0.645499999999999,-0.0526000000000009,1.6077,1.0669,0.712999999999999,0.511099999999999,-0.592900000000001,0.3569,-0.552266666666666,-0.552266666666666,0.130733333333334,0.282633333333334,0.269633333333334,-0.552266666666666,-0.552266666666666,-0.552266666666666,-0.552266666666666,-0.552266666666666,-0.552266666666666,1.55543333333333,-0.0490666666666657,-1.04206666666667,-1.04206666666667,-0.0745666666666658,0.186733333333335,-0.112166666666666,-1.04206666666667,0.279533333333334,-1.04206666666667,-1.04206666666667,-1.04206666666667,0.0991333333333344,1.21036666666667,-0.1904,0.799366666666667,-0.0417000000000001,3.23576666666667,0.0962000000000001,1.70096666666667,0.0779999999999998,-2.16853333333333,-0.0424000000000002,0.467566666666667,-0.0356000000000001,0.685966666666667,-0.1077,2.65406666666667,-0.0481000000000003,1.36256666666667,0.2448,2.98646666666667,0.5441,2.31756666666667,0.0417000000000001,2.42336666666667,0.0669999999999997,0.0582666666666665,-0.279733333333334,-0.0712333333333337,0.121966666666666,-0.112733333333333,-0.00923333333333343,0.370966666666666,-0.393233333333333,0.0328666666666666,0.550666666666666,-0.288033333333333,0.722866666666667
"ENSG00000109163",-0.723766666666667,0.0155333333333334,-0.583766666666667,-0.133666666666667,0.331733333333333,-0.198066666666667,-0.111466666666667,-0.0937666666666668,-0.649566666666667,-0.0887666666666669,-0.770066666666667,-0.838566666666667,-0.324433333333333,-0.407833333333333,-0.190233333333333,0.101466666666667,0.0349666666666666,-0.136433333333333,-0.0816333333333333,0.0612666666666666,-0.0419333333333333,-0.314333333333333,-0.320433333333333,-0.337633333333333,-0.396466666666667,-0.395366666666667,-0.492966666666667,-0.033266666666667,0.121133333333333,-0.087866666666667,0.083833333333333,-0.131366666666667,0.185033333333333,-0.593066666666667,-0.557766666666667,-0.256666666666667,-0.439466666666667,-0.464766666666667,-0.923966666666667,-0.304366666666667,0.239033333333333,0.0653333333333335,-0.188366666666667,-0.222666666666667,0.197833333333333,-0.555366666666667,-0.311066666666667,-0.673366666666667,-0.0641666666666669,0.445433333333333,0.140833333333333,-0.0432666666666668,-0.218566666666667,0.261833333333333,0.051533333333333,0.216333333333333,0.204933333333333,-0.355866666666667,0.292633333333333,0.203733333333333,-1.3655,-1.209,-0.2162,-0.4603,0.161,0.2993,-0.3134,0.0471000000000001,0.1364,0.2157,-0.0377999999999998,-0.9042,-0.0340999999999996,-0.0502999999999996,0.00920000000000032,-0.0662999999999996,0.1425,-0.0761999999999996,-0.4558,0.6286,0.3719,0.3457,0.4858,0.1363,-0.4852,-0.377733333333333,-0.5287,-0.372933333333333,-0.7543,-0.400233333333333,0.2946,-0.000433333333333286,-0.0517000000000001,0.0186666666666667,-0.2429,-0.0182333333333333,-0.0497000000000001,-0.0490333333333333,0.2959,-0.101133333333333,0.2288,0.0529666666666667,-0.2498,-0.289033333333333,0.0577999999999999,-0.404533333333333,-0.3781,-0.421433333333333,0.0476333333333334,-0.214166666666667,-0.147866666666667,-0.0892666666666667,0.0787333333333334,0.0105333333333333,0.188233333333333,0.124333333333333,-0.118666666666667,-0.292266666666667,-0.221966666666667,-0.0870666666666666
"ENSG00000224809",-0.3188,-0.2952,-0.4386,0.1736,0.1321,-0.3057,-1.6914,-1.0799,-0.643,-1.9521,-2.6797,-2.3088,0.718033333333333,0.396133333333333,0.128033333333333,-0.327366666666667,0.774833333333333,-0.447466666666667,-0.0144666666666668,0.121033333333333,0.432533333333333,-2.21126666666667,-1.04156666666667,-1.98446666666667,0.372866666666666,0.256166666666667,-0.370533333333333,-0.148433333333333,-0.256533333333334,0.404966666666667,-1.03153333333333,-0.695233333333333,0.0573666666666668,-1.51633333333333,-2.29353333333333,-2.89013333333333,-0.0730333333333331,-0.772733333333333,0.659166666666667,0.609966666666667,-0.257933333333333,-0.352033333333333,-0.680233333333333,-0.161833333333333,-1.14773333333333,-0.912533333333333,-2.17713333333333,-4.03373333333333,0.443666666666666,0.247166666666666,-0.0867333333333336,0.108966666666666,-0.482433333333334,0.373466666666666,-0.112233333333334,-0.288233333333334,0.000866666666666127,-2.11783333333333,-1.92413333333333,-2.47733333333333,0.713766666666667,-0.710333333333333,0.523466666666667,-0.377633333333333,0.497266666666667,-0.119633333333333,-0.810633333333333,-0.389433333333333,0.0320666666666667,-0.0215333333333332,-1.74543333333333,-3.40213333333333,-0.392966666666667,-0.568766666666667,0.481033333333333,-0.306866666666667,0.123733333333333,0.183133333333333,-0.0119666666666669,-0.778866666666667,-0.182866666666667,-2.13436666666667,-1.81736666666667,-2.31656666666667,1.2148,-0.071533333333333,0.7445,0.0346666666666668,0.8822,-0.190633333333333,0.9138,-0.908733333333333,-0.1281,0.563166666666667,-0.7857,0.345566666666667,0.0303,-1.55953333333333,0.3172,-0.159833333333333,0.1456,-1.05223333333333,-1.2776,-1.19873333333333,-0.6459,-1.15963333333333,-1.2812,-2.26103333333333,1.0162,-0.0693000000000001,0.3949,0.0505999999999998,0.3167,-0.3673,-0.6558,-0.065,-0.0329000000000002,-2.4948,-0.5005,-1.9521
"ENSG00000088367",0.00583333333333336,0.0835333333333335,0.329333333333333,0.260933333333334,-0.411066666666667,0.150133333333334,0.310133333333333,0.514233333333334,0.242833333333333,-0.217166666666667,-0.718366666666666,-0.705266666666667,0.2139,0.321499999999999,1.0091,-0.891100000000001,0.259799999999999,0.6313,1.0383,0.6686,0.2915,-0.399100000000001,0.295199999999999,1.206,0.899366666666667,-0.0619333333333332,0.350966666666667,0.0721666666666669,-0.262033333333333,0.189866666666667,0.596266666666667,0.513166666666667,0.167766666666667,-0.600533333333333,-1.13613333333333,-0.305833333333333,0.378333333333333,0.661633333333333,0.389133333333333,0.627533333333333,-0.113066666666667,-0.514466666666667,0.941533333333333,0.669433333333333,0.313133333333333,0.551233333333333,-0.640966666666667,-1.13986666666667,0.432433333333333,0.339133333333333,-0.0574666666666666,-0.0039666666666669,0.0902333333333329,-0.0862666666666669,0.885533333333333,0.955433333333333,0.339433333333333,-0.226166666666667,-0.0409666666666668,0.345833333333333,0.336799999999999,0.6185,0.6727,-0.128900000000001,0.201499999999999,-0.0726000000000004,0.6612,0.576499999999999,0.9609,0.000399999999999956,-0.614800000000001,-0.5921,-0.0383666666666675,0.441133333333333,0.291533333333333,-0.0424666666666669,-0.105766666666667,0.148233333333333,0.326933333333333,0.562533333333333,0.866333333333333,-0.719866666666667,-0.415266666666668,-0.441566666666668,0.978,0.0662666666666665,0.7592,-0.451733333333333,0.1378,0.336666666666666,-0.5199,0.109166666666666,1.3252,-0.242733333333334,-0.8053,0.133566666666666,-0.6708,0.209666666666666,-0.7054,0.545066666666666,1.5484,-0.0797333333333334,-0.821,0.0762666666666663,-0.3106,-0.432333333333333,0.00370000000000026,0.673766666666666,0.455066666666667,-0.0643333333333329,0.117866666666667,-0.220533333333333,-0.248133333333333,0.468666666666667,0.230466666666667,0.574666666666667,0.225466666666667,0.0230666666666668,-0.352533333333333,-0.413933333333333
"ENSG00000068024",0.200666666666667,0.418166666666667,0.292966666666667,-0.0111333333333333,-0.0242333333333333,0.0353666666666667,-0.322533333333333,-0.418633333333333,-0.437333333333333,-0.190533333333333,-0.0911333333333333,-0.338933333333333,0.414966666666667,0.482166666666667,0.284166666666667,0.0108666666666667,-0.0183333333333333,0.00746666666666673,-0.125933333333333,-0.185333333333333,-0.228433333333333,-0.133433333333333,-0.188233333333333,-0.0629333333333333,0.378733333333333,0.334333333333333,0.294433333333333,-0.0983666666666667,0.0435333333333333,0.0548333333333333,-0.367166666666667,-0.211866666666667,-0.321366666666667,-0.0875666666666667,0.0481333333333333,-0.163366666666667,0.2203,0.1309,0.3246,-0.0788,-0.0132,0.0920000000000001,-0.2733,-0.5301,-0.1648,-0.3053,-0.4075,-0.4304,0.337066666666667,0.161866666666667,0.371766666666667,0.0356666666666667,-0.179533333333333,0.143866666666667,-0.171233333333333,-0.0304333333333333,-0.0899333333333333,-0.145333333333333,0.0624666666666667,-0.0774333333333333,-0.0464333333333333,-0.0918333333333333,0.539166666666667,0.0291666666666667,-0.127833333333333,0.0986666666666667,-0.258133333333333,-0.207133333333333,-0.109333333333333,-0.133133333333333,0.00416666666666666,-0.0871333333333333,0.378966666666667,0.323666666666667,0.325266666666667,0.0908666666666667,-0.0871333333333333,-0.00373333333333332,-0.280133333333333,-0.197233333333333,-0.216033333333333,-0.229033333333333,-0.213133333333333,-0.179433333333333,0.4405,0.281733333333333,0.3271,0.346233333333333,0.5784,0.214133333333333,0.0898,0.0396333333333333,-0.0296,-0.0846666666666666,-0.0602,0.0450333333333333,-0.202,-0.403266666666667,-0.2298,-0.195766666666667,-0.2413,-0.307166666666667,0.1105,-0.0491666666666666,-0.1869,-0.124266666666667,0.0425,-0.113766666666667,0.373866666666667,0.306366666666667,0.277466666666667,-0.00513333333333332,-0.0133333333333334,0.0184666666666666,0.0579666666666667,-0.130033333333333,-0.192233333333333,0.0647666666666666,-0.0297333333333333,-0.0785333333333333
"ENSG00000234184",-1.27146666666667,-4.00536666666667,-1.51606666666667,0.180933333333333,0.240933333333333,-0.421866666666667,0.646333333333333,1.29573333333333,1.58183333333333,1.40753333333333,0.905133333333333,1.69463333333333,-3.36653333333333,-3.36653333333333,-3.36653333333333,0.793066666666667,0.676466666666667,-1.46953333333333,1.25466666666667,2.19006666666667,-3.36653333333333,1.74146666666667,1.58916666666667,0.962966666666667,-3.89016666666667,-0.314466666666667,-0.013066666666667,-0.259866666666667,0.749333333333333,-0.489466666666667,1.43133333333333,1.30563333333333,1.92713333333333,1.30803333333333,1.27223333333333,1.69743333333333,1.47283333333333,-2.68326666666667,-2.68326666666667,2.55643333333333,-2.68326666666667,0.126833333333333,3.09843333333333,3.04683333333333,3.05423333333333,2.93453333333333,2.23573333333333,1.12083333333333,-4.18646666666667,-1.08536666666667,-2.05096666666667,-0.301766666666667,0.667833333333333,-0.366066666666667,0.784933333333333,0.565633333333333,1.11613333333333,0.486933333333333,0.471633333333333,0.00523333333333342,-2.39453333333333,-0.0459333333333332,-4.24143333333333,-0.743433333333333,0.333066666666667,0.410366666666667,1.19186666666667,1.31396666666667,1.43756666666667,0.0478666666666667,1.63896666666667,-0.0415333333333332,-0.781,-0.4496,-0.4976,0.6163,0.112,-0.7283,2.2396,1.6988,2.0337,1.4983,1.9028,1.9375,-8.88178419700125e-16,-1.49716666666667,-8.88178419700125e-16,-3.32456666666667,-8.88178419700125e-16,-1.54566666666667,-8.88178419700125e-16,0.828533333333333,-8.88178419700125e-16,-0.0448666666666666,-8.88178419700125e-16,-0.783666666666667,3.8814,2.04133333333333,4.9302,2.47303333333333,4.3488,2.03383333333333,4.4311,0.269733333333333,4.4907,0.788633333333333,3.1574,1.58303333333333,2.04823333333333,-1.59106666666667,1.96913333333333,0.0840333333333332,-1.59106666666667,1.50703333333333,2.81323333333333,3.29753333333333,3.77863333333333,2.43823333333333,3.67603333333333,3.58643333333333
"ENSG00000254730",-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,0.2433,-0.0357,0.0559,0.3164,-0.1255,-0.1909,0.0122,0.4865,0.1223,-0.0393,0.0507,0.0961,0.0907666666666666,0.228666666666667,0.493666666666667,0.311066666666667,0.0343666666666665,-0.345433333333333,0.0857666666666667,0.283866666666667,0.537366666666667,0.260066666666667,0.226666666666667,0.0713666666666667,-0.1241,-0.231,-0.259,-0.1023,0.0742,0.0281,-0.0546,0.7079,-0.0971,0.6009,0.1432,0.3587,2.04076666666667,-0.391533333333333,0.899966666666667,-0.391533333333333,-0.391533333333333,0.783066666666667,2.11556666666667,1.31056666666667,1.42606666666667,1.23296666666667,-0.391533333333333,2.16796666666667,-0.883566666666668,-0.883566666666668,-0.350766666666668,1.76713333333333,-0.883566666666668,-0.883566666666668,-0.883566666666668,1.11803333333333,-0.883566666666668,-0.883566666666668,2.59403333333333,1.64283333333333,-0.759833333333334,-0.759833333333334,-0.759833333333334,-0.759833333333334,-0.759833333333334,1.51966666666667,-0.759833333333334,-0.759833333333334,-0.759833333333334,0.583366666666667,-0.759833333333334,-0.759833333333334,0.0539666666666667,0.201066666666667,1.29746666666667,0.0529666666666667,1.30846666666667,-0.264033333333333,-0.158233333333333,-0.171133333333333,-0.234933333333333,0.156866666666667,0.393166666666667,0.0142666666666666,1.08926666666667,0.247966666666667,0.802066666666667,0.296166666666667,0.727966666666667,-0.0754333333333333,0.736066666666667,0.348066666666667,0.949966666666667,-0.154633333333333,1.17756666666667,0.144466666666667,0.188766666666667,-0.0900333333333333,0.328666666666667,0.0378666666666667,-0.0909333333333333,0.0530666666666667,-0.408333333333333,0.180466666666667,0.321166666666667,-0.105833333333333,0.0414666666666667,-0.544933333333333
"ENSG00000259109",-2.7113,-2.7113,-2.7113,-0.461700000000001,1.3764,-0.9147,-2.7113,1.0619,-2.7113,-2.3656,-1.3354,1.2411,0.635833333333333,0.436433333333333,0.793733333333333,-0.409866666666667,0.526933333333333,-0.117066666666667,0.287133333333333,0.460133333333333,-0.0502666666666667,0.336033333333333,0.466233333333333,-0.0314666666666667,-1.6259,-0.1789,-0.9877,0.104,-0.0521,-0.0519,0.0761,-0.5859,-0.3912,0.00219999999999999,-0.8074,-0.6647,-1.56003333333333,-0.323533333333333,1.04196666666667,0.738366666666667,0.0111666666666667,-0.749533333333333,0.745566666666667,-0.195933333333333,0.587366666666667,-0.303633333333333,-1.06823333333333,1.64716666666667,2.4916,0.9242,0.8467,-0.8468,0.5079,0.3389,-2.9822,0.9329,1.6037,1.3629,0.4619,0.847,-1.86473333333333,-1.86473333333333,1.48696666666667,-1.86473333333333,0.401766666666667,1.46296666666667,-0.130933333333333,0.103466666666667,-1.86473333333333,-1.86473333333333,-1.86473333333333,-1.86473333333333,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,2.9232,-0.233833333333333,-0.590366666666667,-0.248133333333333,-1.39226666666667,0.311366666666667,-1.11096666666667,-0.0425333333333333,-0.381466666666667,0.0785666666666667,0.220633333333333,-0.0360333333333333,0.160833333333333,-0.555233333333333,-0.735766666666667,0.551566666666667,-0.434666666666667,0.338966666666667,-0.876866666666667,0.166466666666667,-0.518666666666667,0.263766666666667,-0.764466666666667,0.140266666666667,-0.989766666666667,-0.5971,-0.6549,0.5303,0.4518,-0.3675,-0.0842999999999999,0.0705000000000001,-0.6181,-0.3617,0.8873,-0.6857,-0.8474
"ENSG00000201469",0.0895666666666664,-2.63933333333333,1.07736666666667,1.02776666666667,-2.63933333333333,1.61156666666667,0.845166666666666,-0.443833333333334,0.953766666666666,-0.826933333333334,0.900266666666667,-0.486833333333333,0.7673,0.7296,0.2304,-1.4213,0.8476,0.5737,1.2261,-0.1286,0.9908,0.8279,0.2095,1.2881,0.352733333333333,-1.03396666666667,0.155433333333333,0.539433333333333,0.0171333333333333,-0.556566666666667,0.0632333333333333,0.786633333333333,0.771733333333333,-0.222966666666667,0.204433333333333,0.176233333333333,-0.623666666666667,-0.245566666666667,-0.536466666666667,-0.668666666666667,0.540833333333333,0.127833333333333,0.893733333333333,-0.107866666666667,-0.0119666666666667,-1.07986666666667,0.777633333333333,0.186233333333333,-0.0425333333333331,1.71976666666667,2.16926666666667,1.06726666666667,0.659666666666667,-1.72693333333333,-2.99053333333333,1.17356666666667,0.603666666666667,-2.09213333333333,0.572266666666667,-2.99053333333333,-1.27756666666667,-3.57356666666667,1.61523333333333,0.914433333333333,-2.91456666666667,2.00013333333333,-3.57356666666667,-1.17466666666667,-3.57356666666667,-2.02786666666667,0.291933333333333,0.141033333333333,-2.5756,-2.0397,1.1626,-1.5283,0.8637,0.6646,0.6427,-2.5756,1.0393,-2.5756,-1.2782,-2.5756,-0.9854,0.223566666666667,-3.7535,0.443666666666667,-3.5545,1.65216666666667,-0.0829,-0.237833333333333,0.9607,-0.482333333333333,-0.8778,0.720166666666667,-1.2054,0.0190666666666668,-0.1181,-1.03313333333333,0.4351,-0.0439333333333332,-0.7791,0.00146666666666684,-0.2839,-0.221533333333333,0.0477,1.27286666666667,1.51843333333333,2.22613333333333,2.29483333333333,1.00683333333333,2.37743333333333,-3.38426666666667,-0.0739666666666667,2.06403333333333,1.47093333333333,2.03073333333333,1.15263333333333,2.70053333333333
"ENSG00000275278",-2.68656666666667,-2.68656666666667,-2.68656666666667,-0.526366666666667,0.624733333333333,-0.0983666666666667,-0.387166666666667,-0.672266666666667,1.65823333333333,2.28553333333333,2.09093333333333,1.30413333333333,-2.4222,-1.8945,-1.1549,-0.1829,-0.0405999999999999,0.2235,-0.7306,-0.7975,-0.6547,1.0536,1.0706,0.5453,-1.46193333333333,-1.75743333333333,-1.49703333333333,-0.307033333333333,0.241866666666667,0.0651666666666668,-0.863633333333333,-1.02323333333333,-0.962533333333333,0.956866666666667,0.677966666666667,0.840466666666667,-0.761566666666667,-1.35216666666667,-2.01856666666667,0.317833333333333,0.357433333333333,-0.675266666666667,-0.443466666666667,-1.48576666666667,-0.246766666666667,-0.0843666666666666,1.59433333333333,1.34713333333333,-2.85206666666667,-0.888466666666667,1.07113333333333,1.64353333333333,-2.19946666666667,0.555933333333333,0.788933333333333,0.241233333333333,-2.85206666666667,2.10663333333333,2.27453333333333,0.356533333333333,-3.74086666666667,-3.74086666666667,-1.20456666666667,0.789533333333333,0.291933333333334,-1.08146666666667,-0.760766666666667,-0.705566666666666,-0.530966666666667,0.507533333333333,1.20973333333333,-0.278066666666666,-1.6825,-1.2665,-1.3127,0.5618,0.6931,-1.2549,-0.2598,0.7346,-1.7033,-0.2117,1.5667,1.8314,-1.3727,-1.084,-1.6443,-1.2782,-2.5356,-1.4848,0.504,0.2017,-0.5779,-0.1024,0.0739000000000001,-0.0993,0.2238,-0.9439,0.3128,-0.8073,0.171,-0.9216,1.4086,0.9263,1.3935,1.122,1.1798,0.9801,-1.59596666666667,-1.56086666666667,-1.35636666666667,0.261933333333333,-0.0982666666666667,-0.163666666666667,-0.649666666666667,-1.10036666666667,-0.940566666666667,1.10613333333333,0.897233333333333,0.549233333333333
"ENSG00000066044",0.1035,0.0767000000000002,0.0742000000000003,-0.0251999999999999,0.00879999999999992,0.0164,0.0381,-0.0312999999999999,-0.00829999999999975,-0.0975999999999999,-0.0160999999999998,-0.0882,0.0762,0.1127,0.0814999999999997,0.0154000000000001,-0.0033000000000003,-0.0121000000000002,-0.0518000000000001,0.00760000000000005,-0.0148000000000001,-0.1548,-0.1943,-0.2171,0.166766666666667,0.159666666666666,0.101666666666667,-0.0184333333333333,0.0282666666666667,-0.00983333333333336,-0.140133333333333,-0.000833333333333464,-0.0506333333333333,-0.130633333333333,-0.0966333333333336,-0.169033333333334,0.1496,0.1662,0.2622,0.0924999999999998,-0.0169999999999999,-0.0754999999999999,0.0689999999999995,0.0414999999999996,-0.0359000000000003,-0.032,-0.1038,-0.1943,0.1331,0.194599999999999,0.1538,-0.0386000000000002,0.0278,0.0107999999999997,-0.0584000000000002,-0.0271000000000003,-0.0170000000000003,-0.1071,-0.1441,-0.0476000000000001,0.300933333333333,0.194733333333334,0.134633333333334,0.0448333333333335,-0.00386666666666624,-0.0409666666666664,-0.0378666666666665,-0.0601666666666665,-0.0221666666666662,-0.0952666666666664,-0.119166666666666,-0.0114666666666663,0.1192,0.1233,0.0854999999999997,-0.0108000000000001,0.0295000000000001,-0.0186999999999999,-0.0685000000000002,-0.0146000000000002,-0.000599999999999934,-0.1122,-0.103,-0.0456000000000003,-0.0234666666666667,0.1291,0.242933333333333,0.0794000000000001,-0.133366666666667,0.00749999999999984,-0.103366666666667,0.0813999999999999,0.00423333333333265,0.0363000000000002,0.0991333333333326,-0.1177,-0.192366666666667,-0.0360999999999998,-0.0627666666666675,-0.0529999999999999,-0.152866666666667,-0.0402,-0.378466666666667,-0.1198,-0.264966666666667,-0.1365,-0.0963666666666674,-0.1453,0.1014,0.0811999999999999,0.0745999999999998,-0.00119999999999987,0.00959999999999983,-0.00839999999999996,0.1099,0.0947999999999998,0.0145,-0.0291000000000001,0.0158,-0.0868000000000002
"ENSG00000145687",-1.04873333333333,-1.10463333333333,-0.990433333333333,-0.0424333333333333,0.0499666666666667,-0.00753333333333339,0.228466666666667,0.285466666666667,0.215466666666667,0.507966666666667,0.454866666666667,0.353866666666667,-0.7078,-0.692,-0.8147,-0.0370999999999999,0.0171000000000001,0.0200000000000002,0.2535,0.2739,0.3177,0.5484,0.4674,0.4095,-0.953333333333333,-0.895233333333333,-0.814133333333333,-0.0698333333333334,0.0410666666666666,0.0287666666666666,0.447266666666666,0.340266666666667,0.252266666666667,0.474166666666666,0.486066666666667,0.413766666666667,-0.418433333333333,-0.636433333333333,-0.811233333333333,-0.0189333333333335,-0.0341333333333333,0.0530666666666666,0.282966666666667,0.323066666666667,0.350166666666667,0.474866666666667,0.589566666666667,0.623666666666667,-0.9096,-1.0789,-1.0444,-0.0716999999999999,-0.0206,0.0923,0.1801,0.161,0.1234,0.4018,0.4017,0.2993,-1.01643333333333,-0.989133333333333,-0.831833333333333,0.0616666666666666,-0.0462333333333333,-0.0154333333333333,0.250066666666667,0.400666666666667,0.262166666666667,0.486366666666667,0.482666666666667,0.489666666666667,-0.881833333333333,-0.827333333333333,-1.02733333333333,-0.118533333333333,0.0121666666666667,0.106366666666667,0.225266666666667,0.281466666666667,0.256766666666667,0.512966666666667,0.529866666666667,0.501566666666667,-0.740566666666667,-0.786533333333333,-0.752366666666667,-0.646733333333333,-0.629866666666667,-0.593633333333333,0.0566333333333335,0.0250666666666668,-0.0885666666666665,0.0186666666666666,0.0319333333333334,-0.0437333333333334,0.129533333333334,0.382366666666667,0.362333333333334,0.249366666666667,0.294233333333333,0.232266666666667,0.472533333333333,0.683166666666667,0.720733333333333,0.556666666666667,0.403633333333333,0.493966666666667,-0.643366666666667,-0.609566666666667,-0.719466666666667,0.0297333333333334,0.0248333333333335,-0.0545666666666667,0.354833333333333,0.424433333333333,0.326733333333334,0.581733333333333,0.651733333333333,0.658533333333333
