"gene","compare","gene_compare","RSE.FC","meanlogFC","FC","medianp","description","external_gene_name","normality_log2FCp","normality","N_up","N_non","N_down","Final"
"ENSG00000066044","D5/D6","ENSG00000066044 D5/D6",1.48113804008232,0.161203044497046,1.11821921775206,0.00730010296759541,"ELAV like RNA binding protein 1","ELAVL1",0.0739613944117347,"T",0,13,0,"non-DEG"
"ENSG00000066933","D5/D6","ENSG00000066933 D5/D6",2.02993855451068,-0.391220854263144,0.762484093189683,0.000106093616087715,"myosin IXA","MYO9A",0.00259028766274835,"F",0,13,0,"non-DEG"
"ENSG00000067057","D5/D6","ENSG00000067057 D5/D6",0.914231037603872,0.495580268821783,1.40988771444686,2.92120829456907e-06,"phosphofructokinase, platelet","PFKP",0.79865577064427,"T",0,13,0,"non-DEG"
"ENSG00000067064","D5/D6","ENSG00000067064 D5/D6",0.771305739177716,0.112265222832127,1.08092409919465,0.0766742904187948,"isopentenyl-diphosphate delta isomerase 1","IDI1",0.037029687770253,"F",0,13,0,"non-DEG"
"ENSG00000067334","D5/D6","ENSG00000067334 D5/D6",2.43726255136189,0.0730109367528703,1.05190975346945,0.111292069401262,"deoxynucleotidyltransferase terminal interacting protein 2","DNTTIP2",0.0900972028288146,"T",0,13,0,"non-DEG"
"ENSG00000067596","D5/D6","ENSG00000067596 D5/D6",0.545988601167797,0.233983322437904,1.17607765474864,0.000570523856957633,"DEAH-box helicase 8","DHX8",0.56279009507566,"T",0,13,0,"non-DEG"
"ENSG00000068024","D5/D6","ENSG00000068024 D5/D6",1.01593491694029,0.376674904150443,1.29834600142168,0.000780299164569245,"histone deacetylase 4","HDAC4",0.790849809289634,"T",0,13,0,"non-DEG"
"ENSG00000069424","D5/D6","ENSG00000069424 D5/D6",0.656627875506222,0.236452091673033,1.17809190578659,0.000537661218016291,"potassium voltage-gated channel subfamily A regulatory beta subunit 2","KCNAB2",0.046658400594987,"F",0,13,0,"non-DEG"
"ENSG00000070214","D5/D6","ENSG00000070214 D5/D6",3.26468234768497,-0.693190211807241,0.618484689991191,7.15251721183153e-05,"solute carrier family 44 member 1","SLC44A1",0.759406851606116,"T",0,13,0,"non-DEG"
"ENSG00000070404","D5/D6","ENSG00000070404 D5/D6",4.58193121889033,-0.858514592842373,0.551520114007646,0.0440059622739013,"follistatin like 3","FSTL3",0.133075809896733,"T",0,10,3,"non-DEG"
"ENSG00000071282","D5/D6","ENSG00000071282 D5/D6",5.03870075549295,-0.218746639549756,0.859311650642031,0.203179631096642,"LIM and cysteine rich domains 1","LMCD1",0.347230910198614,"T",0,13,0,"non-DEG"
"ENSG00000075073","D5/D6","ENSG00000075073 D5/D6",8.52829328789238,0.274257894345283,1.20937184229665,0.0937288806935276,"tachykinin receptor 2","TACR2",0.0175741215718513,"F",1,12,0,"non-DEG"
"ENSG00000075399","D5/D6","ENSG00000075399 D5/D6",5.52712167566621,-0.113691378191338,0.924220260810512,0.0292216550732281,"VPS9 domain containing 1","VPS9D1",0.665435113248807,"T",0,13,0,"non-DEG"
"ENSG00000075407","D5/D6","ENSG00000075407 D5/D6",0.924481449969893,-0.230829149484443,0.852145003991022,0.00260719187670534,"zinc finger protein 37A","ZNF37A",0.494948303853217,"T",0,13,0,"non-DEG"
"ENSG00000075415","D5/D6","ENSG00000075415 D5/D6",0.639670649805582,0.179395061091746,1.13240895340867,0.00140967764666544,"solute carrier family 25 member 3","SLC25A3",0.627799067165531,"T",0,13,0,"non-DEG"
"ENSG00000076248","D5/D6","ENSG00000076248 D5/D6",7.23841890123667,0.323738953823989,1.2515699748115,0.25050830683461,"uracil DNA glycosylase","UNG",0.18063848610785,"T",1,12,0,"non-DEG"
"ENSG00000077380","D5/D6","ENSG00000077380 D5/D6",1.47257997292094,-0.1410782652726,0.906841132053983,0.0522146785682568,"dynein cytoplasmic 1 intermediate chain 2","DYNC1I2",0.926638146387728,"T",0,13,0,"non-DEG"
"ENSG00000078369","D5/D6","ENSG00000078369 D5/D6",1.66830167066312,0.0625213452577482,1.04428923299549,0.0330638430804599,"G protein subunit beta 1","GNB1",0.000538558586381185,"F",0,13,0,"non-DEG"
"ENSG00000078804","D5/D6","ENSG00000078804 D5/D6",1.55879749372213,0.522784504909079,1.4367255570854,4.56399353589767e-05,"tumor protein p53 inducible nuclear protein 2","TP53INP2",0.598742312892581,"T",0,13,0,"non-DEG"
"ENSG00000079215","D5/D6","ENSG00000079215 D5/D6",10.0288164121183,1.17088114119152,2.25149167178045,0.00177410431721892,"solute carrier family 1 member 3","SLC1A3",0.260759188314011,"T",10,3,0,"up-regulate"
"ENSG00000079616","D5/D6","ENSG00000079616 D5/D6",1.59477858228592,0.592108706987989,1.50744849143588,9.88191220219034e-05,"kinesin family member 22","KIF22",0.0590286574130452,"T",0,13,0,"non-DEG"
"ENSG00000079819","D5/D6","ENSG00000079819 D5/D6",1.79582095086826,-0.4035919164422,0.755973770145915,0.00121233497520889,"erythrocyte membrane protein band 4.1 like 2","EPB41L2",0.524673997724025,"T",0,13,0,"non-DEG"
"ENSG00000080845","D5/D6","ENSG00000080845 D5/D6",2.25255983545316,0.318843872381146,1.24733057921941,0.000883949373935263,"DLG associated protein 4","DLGAP4",0.475763955346533,"T",0,13,0,"non-DEG"
"ENSG00000083857","D5/D6","ENSG00000083857 D5/D6",10.3029950769924,-1.26910370526817,0.414917466204859,0.00159844116263547,"FAT atypical cadherin 1","FAT1",0.691946658072453,"T",0,5,8,"down-regulate"
"ENSG00000085514","D5/D6","ENSG00000085514 D5/D6",3.68643757958756,-0.380713625477101,0.76805757891422,0.00844204660060854,"paired immunoglobin like type 2 receptor alpha","PILRA",0.22285655184119,"T",0,13,0,"non-DEG"
"ENSG00000086061","D5/D6","ENSG00000086061 D5/D6",1.22763664910107,-0.11771443998079,0.921646594376896,0.0137342549108649,"DnaJ heat shock protein family (Hsp40) member A1","DNAJA1",0.0478552420182338,"F",0,13,0,"non-DEG"
"ENSG00000086589","D5/D6","ENSG00000086589 D5/D6",0.951363860458832,-0.0724156181587135,0.951044255702043,0.213555325148771,"RNA binding motif protein 22","RBM22",0.27397218195276,"T",0,13,0,"non-DEG"
"ENSG00000088727","D5/D6","ENSG00000088727 D5/D6",3.52833807506547,0.315121979707636,1.2441168387941,0.126378391769333,"kinesin family member 9","KIF9",0.12546614955825,"T",0,13,0,"non-DEG"
"ENSG00000088766","D5/D6","ENSG00000088766 D5/D6",1.93250760163566,0.187525740268189,1.13880895297055,0.176356000344716,"cardiolipin synthase 1","CRLS1",0.800956430509856,"T",0,13,0,"non-DEG"
"ENSG00000089335","D5/D6","ENSG00000089335 D5/D6",7.67891765426349,0.203679505704985,1.15163177925663,0.119726462056437,"zinc finger protein 302","ZNF302",0.95995856464729,"T",0,13,0,"non-DEG"
"ENSG00000090621","D5/D6","ENSG00000090621 D5/D6",1.6430735403784,0.185965791673696,1.13757825397409,0.0149115297631001,"poly(A) binding protein cytoplasmic 4","PABPC4",0.0340511127903536,"F",0,13,0,"non-DEG"
"ENSG00000090661","D5/D6","ENSG00000090661 D5/D6",1.59841547410915,-0.140329207885602,0.907312092584455,0.0324474036418459,"ceramide synthase 4","CERS4",0.276326766142786,"T",0,13,0,"non-DEG"
"ENSG00000090975","D5/D6","ENSG00000090975 D5/D6",3.97187563309691,0.473727165803612,1.38869248938666,0.00669818090084623,"phosphatidylinositol transfer protein membrane associated 2","PITPNM2",0.724903707874165,"T",0,13,0,"non-DEG"
"ENSG00000091136","D5/D6","ENSG00000091136 D5/D6",6.35326005963664,-0.292739882256704,0.816350220729869,0.328430052274929,"laminin subunit beta 1","LAMB1",0.0314595381549005,"F",0,12,1,"non-DEG"
"ENSG00000095015","D5/D6","ENSG00000095015 D5/D6",2.15108555064894,0.202376045281814,1.15059176144919,0.00242901168518108,"mitogen-activated protein kinase kinase kinase 1","MAP3K1",0.00246940278699272,"F",0,13,0,"non-DEG"
"ENSG00000099282","D5/D6","ENSG00000099282 D5/D6",5.58191530741091,0.89957575582868,1.86551732157187,0.0159278343978453,"tetraspanin 15","TSPAN15",0.547510726637688,"T",3,10,0,"non-DEG"
"ENSG00000099331","D5/D6","ENSG00000099331 D5/D6",1.24693908237832,-0.264670637275377,0.832388744744722,0.000818447162256573,"myosin IXB","MYO9B",0.88068634643614,"T",0,13,0,"non-DEG"
"ENSG00000099904","D5/D6","ENSG00000099904 D5/D6",2.60217204918529,0.215949836862618,1.16146834646136,0.0151904689041923,"zinc finger DHHC-type palmitoyltransferase 8","ZDHHC8",0.0634221714159184,"T",0,13,0,"non-DEG"
"ENSG00000100030","D5/D6","ENSG00000100030 D5/D6",0.795804267290251,0.333599798719572,1.2601537784659,1.42758338604669e-05,"mitogen-activated protein kinase 1","MAPK1",0.60544147015567,"T",0,13,0,"non-DEG"
"ENSG00000100105","D5/D6","ENSG00000100105 D5/D6",1.25539447757864,0.448606993977093,1.36472190196323,9.31797213430633e-05,"POZ/BTB and AT hook containing zinc finger 1","PATZ1",0.998632126618622,"T",0,13,0,"non-DEG"
"ENSG00000100239","D5/D6","ENSG00000100239 D5/D6",1.47220006426632,0.126646678835662,1.09175313876249,0.0345688866437135,"protein phosphatase 6 regulatory subunit 2","PPP6R2",0.865327120528298,"T",0,13,0,"non-DEG"
"ENSG00000100242","D5/D6","ENSG00000100242 D5/D6",1.40378250021084,-0.0800584005945948,0.946019350890879,0.170018847836859,"Sad1 and UNC84 domain containing 2","SUN2",0.0432993452401972,"F",0,13,0,"non-DEG"
"ENSG00000100372","D5/D6","ENSG00000100372 D5/D6",2.58587565079493,0.323055400271932,1.25097711739063,0.00697908415115049,"solute carrier family 25 member 17","SLC25A17",0.334840473334874,"T",0,13,0,"non-DEG"
"ENSG00000100422","D5/D6","ENSG00000100422 D5/D6",0.851036711607219,-0.258285570634412,0.836080887609193,0.000640946178080714,"ceramide kinase","CERK",0.238436472765054,"T",0,13,0,"non-DEG"
"ENSG00000100483","D5/D6","ENSG00000100483 D5/D6",5.46293458009253,-0.207860872463502,0.865820057595345,0.351923177365283,"valosin containing protein lysine methyltransferase","VCPKMT",0.344032782008411,"T",0,13,0,"non-DEG"
"ENSG00000100526","D5/D6","ENSG00000100526 D5/D6",3.53854288546071,-0.402394899912165,0.756601268393592,0.0210109888884636,"cyclin dependent kinase inhibitor 3","CDKN3",0.153714359402858,"T",0,13,0,"non-DEG"
"ENSG00000100591","D5/D6","ENSG00000100591 D5/D6",1.91054839495386,-0.058099463304901,0.960528640223805,0.100874623212491,"activator of HSP90 ATPase activity 1","AHSA1",0.0250397033912448,"F",0,13,0,"non-DEG"
"ENSG00000100603","D5/D6","ENSG00000100603 D5/D6",1.43770873920954,0.0964329493142773,1.0691267854525,0.160329833847092,"SNW domain containing 1","SNW1",0.478860983711118,"T",0,13,0,"non-DEG"
"ENSG00000100647","D5/D6","ENSG00000100647 D5/D6",0.713716493403083,0.218913620336659,1.16385684776043,0.000557495270961608,"sushi domain containing 6","SUSD6",0.10344405540024,"T",0,13,0,"non-DEG"
"ENSG00000100784","D5/D6","ENSG00000100784 D5/D6",1.26126582599732,0.352916032483225,1.27713942515815,0.00427583725390674,"ribosomal protein S6 kinase A5","RPS6KA5",0.22982328389887,"T",0,13,0,"non-DEG"
"ENSG00000100852","D5/D6","ENSG00000100852 D5/D6",6.65883054062314,0.334136875626993,1.2606229874587,0.157131161329849,"Rho GTPase activating protein 5","ARHGAP5",0.254279169846919,"T",0,13,0,"non-DEG"
"ENSG00000100902","D5/D6","ENSG00000100902 D5/D6",1.94588124115368,-0.183634931311026,0.880481788063106,0.0207149620809564,"proteasome 20S subunit alpha 6","PSMA6",0.437217488045709,"T",0,13,0,"non-DEG"
"ENSG00000100918","D5/D6","ENSG00000100918 D5/D6",1.16394819155433,-0.279878864745324,0.823660172628419,0.00454173780147592,"REC8 meiotic recombination protein","REC8",0.975119457698917,"T",0,13,0,"non-DEG"
"ENSG00000100968","D5/D6","ENSG00000100968 D5/D6",3.29432076663951,-0.655872180185394,0.634691672896304,0.0014878813449428,"nuclear factor of activated T cells 4","NFATC4",0.631821096684497,"T",0,12,1,"non-DEG"
"ENSG00000101187","D5/D6","ENSG00000101187 D5/D6",1.36796431254647,1.28641297594029,2.43920831919077,6.38020458448471e-07,"solute carrier organic anion transporter family member 4A1","SLCO4A1",0.399684103151788,"T",13,0,0,"up-regulate"
"ENSG00000101307","D5/D6","ENSG00000101307 D5/D6",6.19445871599348,1.09180920385468,2.13141157471965,0.000434887139115642,"signal regulatory protein beta 1","SIRPB1",0.00755066457200582,"F",11,2,0,"up-regulate"
"ENSG00000101421","D5/D6","ENSG00000101421 D5/D6",1.1600013925309,-0.359352076885943,0.779514585799394,0.000328702811710016,"charged multivesicular body protein 4B","CHMP4B",0.724317906981327,"T",0,13,0,"non-DEG"
"ENSG00000101493","D5/D6","ENSG00000101493 D5/D6",1.3872218705898,0.204449843073605,1.15224686550853,0.012498287357372,"zinc finger protein 516","ZNF516",0.747919257321005,"T",0,13,0,"non-DEG"
"ENSG00000101546","D5/D6","ENSG00000101546 D5/D6",2.00320751876066,0.561105319484314,1.4753991600988,0.000292445667018835,"ribosome binding factor A","RBFA",0.533176137607875,"T",0,13,0,"non-DEG"
"ENSG00000101670","D5/D6","ENSG00000101670 D5/D6",5.11439888966356,0.82750921139401,1.77461886648697,0.0057145229566886,"lipase G, endothelial type","LIPG",0.421654992147596,"T",4,9,0,"up-regulate"
"ENSG00000102699","D5/D6","ENSG00000102699 D5/D6",1.54856451138573,-0.124533908558216,0.917300347533196,0.0433636671489315,"poly(ADP-ribose) polymerase family member 4","PARP4",0.00310881698756958,"F",0,13,0,"non-DEG"
"ENSG00000103569","D5/D6","ENSG00000103569 D5/D6",3.51627818054692,-3.25080496728802,0.105053419860211,8.0538980268517e-08,"aquaporin 9","AQP9",0.237074815931921,"T",0,0,13,"down-regulate"
"ENSG00000103942","D5/D6","ENSG00000103942 D5/D6",3.74397736310565,-0.579211529651111,0.669329483414805,0.000701261442461097,"homer scaffold protein 2","HOMER2",0.676038876984548,"T",0,13,0,"non-DEG"
"ENSG00000104671","D5/D6","ENSG00000104671 D5/D6",1.55439476304305,-0.147749246677023,0.902657603807083,0.146893709913753,"dynactin subunit 6","DCTN6",0.801641028580059,"T",0,13,0,"non-DEG"
"ENSG00000104763","D5/D6","ENSG00000104763 D5/D6",3.28112601326478,0.545455389988464,1.45948096004136,0.00566707730137812,"N-acylsphingosine amidohydrolase 1","ASAH1",0.602974527732744,"T",0,13,0,"non-DEG"
"ENSG00000104880","D5/D6","ENSG00000104880 D5/D6",4.05178748543647,-0.0460544988367643,0.968581599673025,0.131967340056082,"Rho/Rac guanine nucleotide exchange factor 18","ARHGEF18",0.00113986193743637,"F",0,13,0,"non-DEG"
"ENSG00000104907","D5/D6","ENSG00000104907 D5/D6",2.15543578942567,0.580325504268817,1.49518655811036,4.41422583270724e-05,"tRNA methyltransferase 1","TRMT1",0.490070622367436,"T",0,13,0,"non-DEG"
"ENSG00000105127","D5/D6","ENSG00000105127 D5/D6",1.86027792681063,0.24530531859976,1.18534359952636,0.000966392423878064,"A-kinase anchoring protein 8","AKAP8",0.467035608104643,"T",0,13,0,"non-DEG"
"ENSG00000105248","D5/D6","ENSG00000105248 D5/D6",1.48809349521399,0.156680702438411,1.11471948148105,0.0610143222335836,"YJU2 splicing factor homolog","YJU2",0.0190190540418767,"F",0,13,0,"non-DEG"
"ENSG00000105576","D5/D6","ENSG00000105576 D5/D6",0.753760641196452,0.175697864647662,1.12951064285991,0.00408531272227446,"transportin 2","TNPO2",0.0749492329553386,"T",0,13,0,"non-DEG"
"ENSG00000105642","D5/D6","ENSG00000105642 D5/D6",4.02578112245887,-2.56424941302545,0.169076796368868,1.4613876595829e-06,"potassium calcium-activated channel subfamily N member 1","KCNN1",0.726348762758623,"T",0,0,13,"down-regulate"
"ENSG00000105656","D5/D6","ENSG00000105656 D5/D6",1.58798552343529,-0.335828324524918,0.792329089602164,0.000859660607536705,"elongation factor for RNA polymerase II","ELL",0.0288078853034277,"F",0,13,0,"non-DEG"
"ENSG00000105755","D5/D6","ENSG00000105755 D5/D6",1.73582685376743,0.401617713109931,1.32098832236524,0.00114239411415189,"ETHE1 persulfide dioxygenase","ETHE1",0.369274250780373,"T",0,13,0,"non-DEG"
"ENSG00000105967","D5/D6","ENSG00000105967 D5/D6",8.533777884096,3.48890926579723,11.2270676916062,7.24114609896117e-06,"transcription factor EC","TFEC",0.301037593124898,"T",13,0,0,"up-regulate"
"ENSG00000106588","D5/D6","ENSG00000106588 D5/D6",1.77360516045444,-0.118262069564584,0.921296814869987,0.0814411425636439,"proteasome 20S subunit alpha 2","PSMA2",0.589281062958599,"T",0,13,0,"non-DEG"
"ENSG00000106624","D5/D6","ENSG00000106624 D5/D6",1.78431507987393,-0.604024211220074,0.65791622131201,0.000492847607603019,"AE binding protein 1","AEBP1",0.19704926097239,"T",0,13,0,"non-DEG"
"ENSG00000106682","D5/D6","ENSG00000106682 D5/D6",0.746398291570314,-0.0975072376215765,0.934646527297751,0.0265746991579778,"eukaryotic translation initiation factor 4H","EIF4H",0.302632654008692,"T",0,13,0,"non-DEG"
"ENSG00000106771","D5/D6","ENSG00000106771 D5/D6",1.46600886917178,0.160161370784255,1.11741211776678,0.00467450925037772,"transmembrane protein 245","TMEM245",0.0675008300888635,"T",0,13,0,"non-DEG"
"ENSG00000107014","D5/D6","ENSG00000107014 D5/D6",4.51472985107792,-0.5813521284021,0.668337102206044,0.01629588770494,"relaxin 2","RLN2",0.00141825060573823,"F",0,12,1,"non-DEG"
"ENSG00000107249","D5/D6","ENSG00000107249 D5/D6",5.66730658681597,-1.97890480675622,0.253682374799005,2.32773288573434e-06,"GLIS family zinc finger 3","GLIS3",0.468391902679442,"T",0,0,13,"down-regulate"
"ENSG00000107902","D5/D6","ENSG00000107902 D5/D6",3.85688859101127,-0.519959143125204,0.697391582904925,0.0141371761039229,"phospholysine phosphohistidine inorganic pyrophosphate phosphatase","LHPP",0.983432121186025,"T",0,13,0,"non-DEG"
"ENSG00000107957","D5/D6","ENSG00000107957 D5/D6",20.9324636933673,0.170829442077935,1.12570549540426,0.162745088100921,"SH3 and PX domains 2A","SH3PXD2A",0.0391665460913919,"F",2,11,0,"non-DEG"
"ENSG00000108557","D5/D6","ENSG00000108557 D5/D6",4.48991269431378,0.274250037362189,1.20936525602028,0.097651961219312,"retinoic acid induced 1","RAI1",0.665412566914775,"T",0,13,0,"non-DEG"
"ENSG00000108582","D5/D6","ENSG00000108582 D5/D6",2.89359207644555,0.406339478370487,1.32531883911198,0.000505569730718034,"carboxypeptidase D","CPD",0.74242232157666,"T",0,13,0,"non-DEG"
"ENSG00000108784","D5/D6","ENSG00000108784 D5/D6",2.78255819757799,0.157201709739637,1.11512211811194,0.144492766550584,"N-acetyl-alpha-glucosaminidase","NAGLU",0.517037285093336,"T",0,13,0,"non-DEG"
"ENSG00000109163","D5/D6","ENSG00000109163 D5/D6",5.20203695254185,-0.263916625944099,0.832823898792545,0.0759608775911019,"gonadotropin releasing hormone receptor","GNRHR",0.273013261142667,"T",0,13,0,"non-DEG"
"ENSG00000109670","D5/D6","ENSG00000109670 D5/D6",1.91598555035758,-0.690681358401791,0.619561173485584,3.5078267707758e-05,"F-box and WD repeat domain containing 7","FBXW7",0.552665074142889,"T",0,13,0,"non-DEG"
"ENSG00000109684","D5/D6","ENSG00000109684 D5/D6",2.44164868478457,-0.677358492434063,0.625309138920003,4.81529664542016e-05,"cytokine dependent hematopoietic cell linker","CLNK",0.0626111481676335,"T",0,13,0,"non-DEG"
"ENSG00000109814","D5/D6","ENSG00000109814 D5/D6",1.08735760242659,0.192645734996528,1.14285766335465,0.0128501880163283,"UDP-glucose 6-dehydrogenase","UGDH",0.541460162330513,"T",0,13,0,"non-DEG"
"ENSG00000110665","D5/D6","ENSG00000110665 D5/D6",1.79585602208564,0.126469287945899,1.091618907238,0.240886087788695,"chromosome 11 open reading frame 21","C11orf21",0.450839401784962,"T",0,13,0,"non-DEG"
